Form	Pronunciation
abenteuerliches	ˈʔa.bən.tɔʏ̯.ɐ.lɪ.çəs
abenteuern	ˈʔaː.bən.tɔʏ̯.ɐn
Abenteuern	ˈʔaː.bən.tɔʏ̯.ɐn
abenteuernd	ˈʔaː.bən.tɔʏ̯.ɐnt
Abenteuers	ˈʔaː.bən.tɔʏ̯.ɐs
abenteuerst	ˈʔaː.bən.tɔʏ̯.ɐst
abenteuert	ˈʔaː.bən.tɔʏ̯.ɐt
abenteuerte	ˈʔaː.bən.tɔʏ̯.ɐ.tə
abenteuerten	ˈʔaː.bən.tɔʏ̯.ɐ.tən
abenteuertest	ˈʔaː.bən.tɔʏ̯.ɐ.təst
abenteuertet	ˈʔaː.bən.tɔʏ̯.ɐ.tət
Abenteurer	ˈʔaː.bən.tɔʏ̯.ʁɐ
Abenteurerin	ˈʔaː.bən.tɔʏ̯.ʁɐ.ʁɪn
Abenteurerinnen	ˈʔaː.bən.tɔʏ̯.ʁɐ.ʁɪ.nən
Abenteurern	ˈʔaː.bən.tɔʏ̯.ʁɐn
Abenteurers	ˈʔaː.bən.tɔʏ̯.ʁɐs
Abenteurertum	ˈʔa.bən.tɔʏ̯.ʁɐ.tuːm
aber	ˈʔa.bɐ
Aber	ˈʔa.bɐ
Abfall	ˈʔap.fal
Abfallbeseitigung	ˈʔap.fal.bə.zaɪ̯.tɪ.ɡʊŋ
Abfallentsorgung	ˈʔap.fal.ʔɛnt.zɔɐ.ɡʊŋ
Abfallvermeidung	ˈʔap.fal.fɐ.maɪ̯.dʊŋ
Abfallwirtschaft	ˈʔap.fal.vɪɐt.ʃaft
abfeuert	ˈʔap.fɔʏ̯.ɐt
Abfolge	ˈʔap.fɔl.ɡə
abgabenfreier	ˈʔap.ɡaː.bən.fʁaɪ̯.ɐ
Abgang	ˈʔap.ɡaŋ
abgebaut	ˈʔap.ɡə.baʊ̯t
abgebend	ˈʔap.ɡeː.bənt
abgebildet	ˈʔap.ɡə.bɪl.dət
abgebogene	ˈʔap.ɡə.boː.ɡə.nə
abgebrochen	ˈʔap.ɡə.bʁɔ.xən
abgedichtet	ˈʔap.ɡə.dɪç.tət
abgegeben	ˈʔap.ɡə.ɡeː.bən
abgehakt	ˈʔap.ɡə.hakt
abgehalten	ˈʔap.ɡə.hal.tən
abgeholt	ˈʔap.ɡə.hoːlt
abgelegenes	ˈʔap.ɡə.leː.ɡə.nəs
abgelegt	ˈʔap.ɡə.leːkt
abgelegten	ˈʔap.ɡə.leːk.tən
abgelehnt	ˈʔap.ɡə.leːnt
abgeleitet	ˈʔap.ɡə.laɪ̯.tət
abgenutzt	ˈʔap.ɡə.nʊt͡st
Abgeordnete	ˈʔap.ɡə.ʔɔɐt.nə.tə
Abgeordneten	ˈʔap.ɡə.ʔɔɐt.nə.tən
abgerissen	ˈʔap.ɡə.ʁɪ.sən
abgerutscht	ˈʔap.ɡə.ʁʊt͡ʃt
abgeschafft	ˈʔap.ɡə.ʃaft
abgeschaltet	ˈʔap.ɡə.ʃal.tət
abgeschlossen	ˈʔap.ɡə.ʃlɔ.sən
abgeschoben	ˈʔap.ɡə.ʃoː.bən
abgesehen	ˈʔap.ɡə.zeː.ən
Abgesehen	ˈʔap.ɡə.zeː.ən
abgesetzt	ˈʔap.ɡə.zɛt͡st
abgesperrt	ˈʔap.ɡə.ʃpɛʁt
abgespielt	ˈʔap.ɡə.ʃpiːlt
abgesprochen	ˈʔap.ɡə.ʃpʁɔ.xən
abgestoppt	ˈʔap.ɡə.ʃtɔpt
abgetragen	ˈʔap.ɡə.tʁaː.ɡən
abgetrennt	ˈʔap.ɡə.tʁɛnt
abgewickelt	ˈʔap.ɡə.vɪ.kəlt
abgewrackt	ˈʔap.ɡə.vʁakt
abgezogen	ˈʔap.ɡə.t͡soː.ɡən
abgezupft	ˈʔap.ɡə.t͡sʊp͡ft
abgrabend	ˈʔap.ɡʁaː.bənt
Abgrenzung	ˈʔap.ɡʁɛn.t͡sʊŋ
abhabend	ˈʔap.haː.bənt
Abhandlung	ˈʔap.han.tlʊŋ
abheben	ˈʔap.heː.bən
abhebend	ˈʔap.heː.bənt
abhebt	ˈʔap.heːpt
Abiogenese	ʔa.biː.oː.ɡeː.ˈneː.zə
Abitur	ʔa.biː.ˈtuːɐ
Abiturient	ʔa.biː.tuː.ʁiː.ˈɛnt
Abiturienten	ʔa.biː.tuː.ʁiː.ˈɛn.tən
Abiturientin	ʔa.biː.tuː.ʁiː.ˈɛn.tɪn
Abiturientinnen	ʔa.biː.tuː.ʁiː.ˈɛn.tɪ.nən
Abklatsch	ˈʔap.klat͡ʃ
abklemmend	ˈʔap.klɛ.mənt
Abkommen	ˈʔap.kɔ.mən
abkommend	ˈʔap.kɔ.mənt
Abkommens	ˈʔap.kɔ.məns
Ablauf	ˈʔap.laʊ̯f
Ablauts	ˈʔap.laʊ̯t͡s
Ablebens	ˈʔap.leː.bəns
Ableger	ˈʔap.leː.ɡɐ
Ablegers	ˈʔap.leː.ɡɐs
ablehnt	ˈʔap.leːnt
ablehnte	ˈʔab.leːn.tə
Ablehnung	ˈʔap.leː.nʊŋ
ableiten	ˈʔap.laɪ̯.tən
Ableitung	ˈʔap.laɪ̯.tʊŋ
Abmarsch	ˈʔap.maʁʃ
Abmessung	ˈʔap.mɛ.sʊŋ
abnehmend	ˈʔap.neː.mənt
Abonnement	ʔa.boː.nə.ˈmã
Abonnementen	ʔa.boː.nə.ˈmɛn.tən
Abordnungen	ˈʔap.ʔɔɐt.nʊ.ŋən
Abpfiff	ˈʔap.p͡fɪf
Abraham	ˈʔaː.bʁaː.haːm
abrahmend	ˈʔap.ʁaː.mənt
Abrasion	ʔa.bʁa.ziː.ˈoːn
Abrasionen	ʔa.bʁa.ziː.ˈoː.nən
abreagiere	ˈʔap.ʁeː.a.ɡiː.ʁə
abreagieren	ˈʔap.ʁeː.a.ɡiː.ʁən
abreagierend	ˈʔap.ʁeː.a.ɡiː.ʁənt
abreagierest	ˈʔap.ʁeː.a.ɡiː.ʁəst
abreagieret	ˈʔap.ʁeː.a.ɡiː.ʁət
abreagierst	ˈʔap.ʁeː.a.ɡiːɐst
abreagiert	ˈʔap.ʁeː.a.ɡiːɐt
abreagierte	ˈʔap.ʁeː.a.ɡiːɐ.tə
abreagierten	ˈʔap.ʁeː.a.ɡiːɐ.tən
abreagiertest	ˈʔap.ʁeː.a.ɡiːɐ.təst
abreagiertet	ˈʔap.ʁeː.a.ɡiːɐ.tət
Abrechnung	ˈʔap.ʁɛç.nʊŋ
abreibend	ˈʔap.ʁaɪ̯.bənt
Abronsius	ʔaː.ˈbʁɔn.ziː.ʊs
abrutscht	ˈʔap.ʁʊt͡ʃt
Abs	ˈʔaps
Absatz	ˈʔap.zat͡s
abschabend	ˈʔap.ʃaː.bənt
abschabten	ˈʔap.ʃaːp.tən
Abschaffung	ˈʔap.ʃa.fʊŋ
Abscheu	ˈʔap.ʃɔʏ̯
abscheuerregend	ˈʔap.ʃɔʏ̯.ʔɛɐ.ʁeː.ɡənt
abschiebend	ˈʔap.ʃiː.bənt
Abschiedsformeln	ˈʔap.ʃiːt͡s.fɔʁ.məln
abschirmend	ˈʔap.ʃɪɐ.mənt
Abschluss	ˈʔap.ʃlʊs
Abschlussfest	ˈʔap.ʃlʊs.fɛst
Abschnitt	ˈʔap.ʃnɪt
Abschnitte	ˈʔap.ʃnɪ.tə
abschraubend	ˈʔap.ʃʁaʊ̯.bənt
abschreibend	ˈʔap.ʃʁaɪ̯.bənt
abschrubbend	ˈʔap.ʃʁʊ.bənt
abschwemmend	ˈʔap.ʃvɛ.mənt
absegne	ˈʔap.zeːɡ.nə
absegnen	ˈʔap.zeːɡ.nən
absegnete	ˈʔap.zeːɡ.nə.tə
absegneten	ˈʔap.zeːɡ.nə.tən
absehbar	ˈʔap.zeː.baːɐ
abseits	ˈʔap.zaɪ̯t͡s
Abseits	ˈʔap.zaɪ̯t͡s
Absender	ˈʔap.zɛn.dɐ
Absicherung	ˈʔap.zɪ.çə.ʁʊŋ
Absicht	ˈʔap.zɪçt
Absinth	ʔap.zɪnt
absolut	ʔap.zoː.ˈluːt
Absolut	ʔap.zoː.ˈluːt
absolute	ʔap.zoː.ˈluː.tə
Absolute	ʔap.zoː.ˈluː.tə
absoluten	ʔap.zoː.ˈluː.tən
Absolutorium	ʔap.zoː.luː.ˈtoː.ʁiː.ʊm
Absolutoriums	ʔap.zoː.luː.ˈtoː.ʁiː.ʊms
absolvierte	ʔap.zɔl.ˈviːɐ.tə
Absorbentia	ʔap.zɔɐ.ˈbɛn.t͡sjaː
absorbierte	ʔap.zɔʁ.ˈbiːɐ.tə
Abspaltung	ˈʔap.ʃpal.tʊŋ
Abspann	ˈʔap.ʃpan
abspecken	ˈʔap.ʃpɛ.kən
abstammend	ˈʔap.ʃta.mənt
Abstammung	ˈʔap.ʃta.mʊŋ
Abstand	ˈʔap.ʃtant
abstaubend	ˈʔap.ʃtaʊ̯.bənt
Absteiger	ˈʔap.ʃtaɪ̯.ɡɐ
absterbend	ˈʔap.ʃtɛɐ.bənt
Abstiegskampf	ˈʔap.ʃtiːks.kamp͡f
abstimmend	ˈʔap.ʃtɪ.mənt
Abstimmung	ˈʔap.ʃtɪ.mʊŋ
Abstinenz	ʔap.stɪ.ˈnɛnt͡s
absurd	ʔap.ˈzʊʁt
Abteilung	ʔap.ˈtaɪ̯.lʊŋ
abtreibend	ˈʔap.tʁaɪ̯.bənt
Abtreibungsdebatte	ˈʔap.tʁaɪ̯.bʊŋs.deː.ba.tə
Abtreibungsrecht	ˈʔap.tʁaɪ̯.bʊŋs.ʁɛçt
Abtrennung	ˈʔap.tʁɛ.nʊŋ
Abu	ˈʔa.buː
abwarten	ˈʔap.vaʁ.tən
Abwasserleitungen	ˈʔap.va.sɐ.laɪ̯.tʊ.ŋən
abwechselnd	ˈʔap.vɛk.zɛlnt
Abwehr	ˈʔap.veːɐ
abweichende	ˈʔap.vaɪ̯.çən.də
Abweichung	ˈʔap.vaɪ̯.çʊŋ
Abweichungen	ˈʔap.vaɪ̯.çʊ.ŋən
abwerbend	ˈʔap.vɛɐ.bənt
Abwesenheit	ˈʔap.veː.zən.haɪ̯t
Abwurf	ˈʔap.vʊʁf
Abzug	ˈʔap.t͡suːk
Abzugrenzen	ˈʔap.t͡suː.ɡʁɛn.t͡sən
abzulichten	ˈʔap.t͡suː.lɪç.tən
abzureagieren	ˈʔap.t͡suː.ʁeː.a.ɡiː.ʁən
abzuschicken	ˈʔap.t͡suː.ʃɪ.kən
abzuspeichern	ˈʔap.t͡suː.ʃpaɪ̯.çɐn
abzustatten	ˈʔap.t͡suː.ʃta.tən
abzuzocken	ˈʔap.t͡suː.t͡sɔ.kən
Academy	ʔə.ˈkɛ.də.miː
Accessoire	ʔak.sɛ.soː.ˈaːɐ
Accessoires	ʔak.sɛ.soː.ˈaːɐs
Aceh	ˈʔa.t͡ʃeː
Aceto	ʔa.ˈt͡ʃɛ.tɔ
ach	ˈʔax
Ach	ˈʔax
Achate	ʔax.ˈaː.tə
Achatschnecke	ʔa.ˈxaːt.ʃnɛ.kə
Achim	ˈʔa.xiːm
Achse	ˈʔa.ksə
acht	ˈʔaxt
Acht	ˈʔaxt
Achtbarkeit	ˈʔaxt.baːɐ.kaɪ̯t
Achte	ˈʔax.tə
Achtel	ˈʔax.təl
achten	ˈʔax.tən
achtgebend	ˈʔaxt.ɡeː.bənt
achtmal	ˈʔaxt.maːl
achtmillionenmal	ʔaxt.mɪl.jo.nən.ˈmaːl
achtundachtzig	ʔaxt.ʔʊnt.ˈʔaxt.t͡sɪç
achtundsechzig	ʔaxt.ʔʊnt.ˈzɛç.t͡sɪç
achtundsiebzig	ʔaxt.ʔʊnt.ˈziːp.t͡sɪç
achtundzwanzig	ʔaxt.ʔʊnt.ˈt͡svan.t͡sɪç
achtundzwanzigsten	ʔaxt.ʔʊnt.ˈt͡svan.t͡sɪk.stən
achtundzwanzigstenzweiten	ʔaxt.ʔʊnt.t͡svan.t͡sɪk.stən.ˈt͡svaɪ̯.tən
Achtung	ˈʔax.tʊŋ
achtzehn	ˈʔaxt.t͡seːn
achtzehnten	ˈʔaxt.t͡seːn.tən
achtzig	ˈʔaxt.t͡sɪç
achtziger	ˈʔaxt.t͡sɪ.ɡɐ
achtzigtausend	ʔaxt.t͡sɪç.ˈtaʊ̯.zənt
Ackerbau	ˈʔa.kɐ.baʊ̯
ackerbautreibende	ˈʔa.kɐ.baʊ̯.tʁaɪ̯.bən.də
ackerbautreibendem	ˈʔa.kɐ.baʊ̯.tʁaɪ̯.bən.dəm
ackerbautreibenden	ˈʔa.kɐ.baʊ̯.tʁaɪ̯.bən.dən
ackerbautreibender	ˈʔa.kɐ.baʊ̯.tʁaɪ̯.bən.dɐ
ackerbautreibendes	ˈʔa.kɐ.baʊ̯.tʁaɪ̯.bən.dəs
Ackermann	ˈʔa.kɐ.man
ackerte	ˈʔa.kɐ.tə
Act	ˈʔɛkt
Ada	ˈʔa.daː
Adam	ˈʔaː.dam
Adamaua	ʔaː.da.ˈmaʊ̯.aː
Adams	ˈʔaː.dams
Addams	ˈʔɛ.dəms
Addition	ʔa.diː.ˈt͡sjoːn
Adel	ˈʔaː.dəl
Adenauer	ˈʔaː.də.naʊ̯.ɐ
adiabatisch	ʔa.diː.a.ˈbaː.tɪʃ
Adieu	ʔa.ˈdjøː
adieu	ʔad.ˈjøː
Adjektiven	ˈʔad.jək.tiː.vən
Adler	ˈʔaː.dlɐ
Adlers	ˈʔaː.dlɐs
Adlige	ˈʔaː.dlɪ.ɡə
Adligen	ˈʔa.dlɪ.ɡən
administrativ	ʔat.miː.nɪs.tʁa.ˈtiːf
Admiral	ʔat.miː.ˈʁaːl
Adoleszenz	ʔa.doː.ləs.ˈt͡sɛnt͡s
Adolf	ˈʔa.dɔlf
Adolph	ˈʔa.dɔlf
adoptiert	ʔa.dɔp.ˈtiːɐt
Adrenalin	ʔad.ʁeː.naː.ˈliːn
Adresse	ʔa.ˈdʁɛ.sə
Adressen	ʔa.ˈdʁɛ.sən
adrett	ʔa.ˈdʁɛt
Adria	ˈʔaː.dʁiː.aː
adriatisch	ʔa.dʁiː.ˈaː.tɪʃ
Advantage	ʔad.vã.ˈtaːʒ
Adventskonzert	ʔat.ˈvɛnt͡s.kɔn.t͡sɛɐt
adverbial	ʔat.vɛɐ.biː.ˈaːl
adverbiell	ʔat.vɛɐ.biː.ˈɛl
Advocate	ʔad.voː.ˈkaː.tə
ae	ˈʔɛː
Aequer	ʔɛ.ˈkɛːɐ
aerob	ʔa.ɛ.ˈʁoːp
Aerodynamik	ʔɛː.ʁoː.dyː.ˈnaː.miːk
Aeugchen	ˈʔɔʏ̯k.çən
Affen	ˈʔa.fən
Affiliation	ʔa.fiː.liː.a.ˈt͡sjoːn
Affiliationen	ʔa.fiː.liː.a.ˈt͡sjoː.nən
Affront	ʔaf.ˈʁõ
Afghanistan	ʔaf.ˈɡaː.nɪs.taːn
Afrika	ˈʔaf.ʁiː.kaː
afrikanisch	ʔaf.ʁiː.ˈkaː.nɪʃ
afrikanische	ʔaf.ʁiː.ˈkaː.nɪ.ʃə
afrikanischen	ʔaf.ʁiː.ˈkaː.nɪ.ʃən
Afrikas	ˈʔaf.ʁiː.kaːs
After	ˈʔaf.tɐ
AG	ʔaː.ˈɡeː
Agboyibor	ˈʔaɡ.boː.iː.boːɐ
Agent	ʔa.ˈɡɛnt
Agentin	ʔa.ˈɡɛn.tɪn
Agglomeration	ʔa.ɡloː.mə.ʁat͡s.ˈjoːn
Aggression	ʔa.ɡʁɛ.siː.ˈoːn
Aggressionen	ʔa.ɡʁɛ.siː.ˈoː.nən
aggressiv	ʔa.ɡʁɛ.ˈsiːf
Aggressive	ʔaɡ.ʁɛ.ˈsiː.və
aggressiven	ʔa.ɡʁɛ.ˈsiː.vən
Agierende	ʔa.ˈɡiː.ʁən.də
Agio	ˈʔaː.ʒiː.oː
Agios	ˈʔaː.ʒiː.oːs
Agioteur	ʔa.ʒiː.oː.ˈtøːɐ
Agioteure	ʔa.ʒiː.oː.ˈtøː.ʁə
Agioteuren	ʔa.ʒiː.oː.ˈtøː.ʁən
Agioteurs	ʔa.ʒiː.oː.ˈtøːɐs
agiotieren	ʔa.ʒiː.oː.ˈtiː.ʁən
Agip	ˈʔaː.ɡɪp
Agostino	ʔa.ɡɔs.ˈtiː.noː
Agrarpolitik	ʔa.ˈɡʁaːɐ.po.liː.tɪk
Agrarpolitiken	ʔa.ˈɡʁaːɐ.po.liː.tɪ.kən
Agrarwende	ʔa.ˈɡʁaːɐ.vɛn.də
Agreement	ʔə.ˈɡriː.mənt
Agreements	ʔə.ˈɡriː.mənt͡s
agreieren	ʔa.ɡʁeː.ˈiː.ʁən
Agricola	ʔa.ˈɡʁɪ.koː.laː
Ah	ˈʔaː
aha	ʔa.ˈhaː
Ahmed	ˈʔaː.mɛt
ahnen	ˈʔaː.nən
ahnt	ˈʔant
Ahnung	ˈʔaː.nʊŋ
ahoi	ʔa.ˈhɔʏ̯
Ahoj	ʔa.ˈhɔʏ̯
Ai	ʔaː.ˈʔiː
Aibo	ˈʔaɪ̯.boː
Aichach	ˈʔaɪ̯ç.ax
Aids	ˈʔɛɪ̯t͡s
Air	ˈʔɛːɐ
Airbus	ˈʔɛːɐ.bʊs
Airbusse	ˈʔɛːɐ.bʊ.sə
Aires	ˈʔaɪ̯.ʁəs
Airline	ˈʔɛːɐ.laɪ̯n
Airlines	ˈʔɛːɐ.laɪ̯ns
Airport	ˈʔɛːɐ.pɔɐt
Ais	ʔaː.ˈʔiːs
Ajzensztejn	ˈʔaj.t͡səns.t͡stəjn
Akademie	ʔa.kaː.deː.ˈmiː
akademische	ʔa.ka.ˈdeː.mɪ.ʃə
akademischer	ʔa.ka.ˈdeː.mɪ.ʃɐ
Akaroidharz	ʔa.ka.ʁoː.ˈʔiːt.haːɐt͡s
Akaroidharze	ʔa.ka.ʁoː.ˈʔiːt.haːɐ.t͡sə
Akaroidharzen	ʔa.ka.ʁoː.ˈʔiːt.haːɐ.t͡sən
Akaroidharzes	ʔa.ka.ʁoː.ˈʔiːt.haːɐ.t͡səs
Akin	ˈʔaː.kɪn
Akkad	ˈʔak.kaːt
Akkordeon	ʔa.ˈkɔɐ.deː.ɔn
Akkordeons	ʔa.ˈkɔɐ.deː.ɔns
Akkusativ	ˈʔa.kʊ.za.tiːf
Akrolein	ˈʔa.kʁoː.laɪ̯n
Akroleins	ˈʔa.kʁoː.laɪ̯ns
Akt	ˈʔakt
Akte	ˈʔak.tə
Akten	ˈʔak.tən
Aktentasche	ˈʔak.tən.ta.ʃə
Akteur	ʔak.ˈtøːɐ
Akteure	ʔak.ˈtøː.ʁə
Aktien	ˈʔak.t͡sjɛn
Aktion	ʔak.ˈt͡sjoːn
Aktionen	ʔak.ˈt͡sjoː.nən
Aktionismus	ʔak.t͡sjoː.ˈnɪs.mʊs
aktionistisch	ʔak.t͡sjoː.ˈnɪs.tɪʃ
Aktionsgemeinschaft	ʔak.ˈt͡sjoːns.ɡə.maɪ̯n.ʃaft
Aktionsradius	ʔak.ˈt͡sjoːns.ʁaː.diː.ʊs
Aktionstag	ʔak.ˈt͡sjoːns.taːk
aktiv	ʔak.ˈtiːf
aktive	ʔak.ˈtiː.və
aktiven	ʔak.ˈtiː.vən
Aktivierung	ʔak.tiː.ˈviː.ʁʊŋ
aktualisieren	ʔak.tuː.a.liː.ˈziː.ʁən
Aktuar	ʔak.tuː.ˈaːɐ
Aktuare	ʔak.tuː.ˈaː.ʁə
Aktuaren	ʔak.tuː.ˈaː.ʁən
Aktuarien	ʔak.tuː.ˈaː.ʁiː.ən
Aktuarius	ʔak.tuː.ˈʔaː.ʁiː.ʊs
Aktuars	ʔak.tuː.ˈaːɐs
aktuell	ʔak.tuː.ˈʔɛl
Aktuell	ʔak.tuː.ˈʔɛl
aktuelle	ʔak.tuː.ˈʔɛ.lə
Aktuelle	ʔak.tuː.ˈʔɛ.lə
aktuellen	ʔak.tuː.ˈʔɛ.lən
aktueller	ʔak.tuː.ˈʔɛ.lɐ
Aktueller	ʔak.tuː.ˈʔɛ.lɐ
Akustik	ʔa.ˈkʊs.tɪk
akustische	ˈʔa.ˈkʊs.tɪ.ʃə
Akzent	ʔak.ˈt͡sɛnt
Akzentuation	ʔak.t͡sɛn.tuː.a.ˈt͡sjoːn
Akzentuationen	ʔak.t͡sɛn.tuː.a.ˈt͡sjoː.nən
akzentuieren	ʔak.t͡sɛn.tuː.ˈiː.ʁən
Akzentuierung	ʔak.t͡sɛn.tuː.ˈʔiː.ʁʊŋ
Akzentuierungen	ʔak.t͡sɛn.tuː.ˈʔiː.ʁʊ.ŋən
Akzeptanz	ʔak.t͡sɛp.ˈtant͡s
akzeptiert	ʔak.t͡sɛp.ˈtiːɐt
akzeptierte	ʔak.t͡sɛp.ˈtiːɐ.tə
Akzeptor	ʔak.ˈt͡sɛp.toːɐ
Akzession	ʔak.t͡sɛ.siː.ˈoːn
Akzessionen	ʔak.t͡sɛ.siː.ˈoː.nən
akzidentiell	ʔak.t͡siː.dɛn.ˈt͡sjɛl
al	ˈʔal
Al	ˈʔal
Alahan	ˈʔa.la.haːn
Alain	ʔa.ˈlẽ
Alan	ˈʔɛ.lən
Aland	ʔa.ˈlant
Alarmstufe	ʔaː.ˈlaɐm.ʃtuː.fə
alb	ˈʔalp
Alba	ˈʔal.baː
Albanien	ʔal.ˈbaːn.jɛn
Alben	ˈʔal.bən
Albeniz	ʔal.bɛ.ˈniːt͡s
Albert	ˈʔal.bɐt
Albrecht	ˈʔal.bʁɛçt
Album	ˈʔal.bʊm
Albumens	ʔal.ˈbuː.məns
Alchemie	ʔal.çə.ˈmiː
Alchymie	ʔal.çeː.ˈmiː
Aldi	ˈʔal.diː
aleatorisch	ʔa.leː.a.ˈtoː.ʁɪʃ
Aleksandr	ʔa.lɛk.ˈzan.dʁ
Alemannia	ʔa.lə.ˈman.jaː
Alesi	ʔa.ˈleː.ziː
Aletschhorn	ˈʔaː.lɛt͡ʃ.hɔɐn
Alex	ˈʔa.lɛks
Alexander	ʔa.lɛk.ˈsan.dɐ
Alexanders	ʔa.lɛ.ˈksan.dɐs
Alexandre	ʔa.lɛk.ˈzã.dʁə
Alexandria	ʔa.lɛk.ˈsan.dʁiː.aː
Alexej	ʔa.lɛk.ˈseːj
Alfons	ˈʔal.fɔns
Alfred	ˈʔal.fʁeːt
Algebra	ˈʔal.ɡə.bʁaː
algebraisch	ʔal.ɡeː.ˈbʁaː.ɪʃ
algebraische	ʔal.ɡeː.ˈbʁaː.ɪ.ʃə
algebraischen	ʔal.ɡeː.ˈbʁaː.ɪ.ʃən
Algerien	ʔal.ˈɡeː.ʁiː.ən
Algier	ˈʔal.dʒiːɐ
Algorithmen	ʔal.ɡoː.ˈʁɪt.mən
Algorithmus	ʔal.ɡoː.ˈʁiːt.mʊs
Alhambra	ʔal.ˈham.bʁa
Ali	ˈʔaː.liː
alias	ˈʔaː.liː.as
Alienation	ʔa.liː.eː.na.ˈt͡sjoːn
Alienationen	ʔa.liː.eː.na.ˈt͡sjoː.nən
alienieren	ʔa.liː.eː.ˈniː.ʁən
Aliens	ˈʔɛɪ̯.liː.əns
Alighieri	ʔa.lɪ.ˈɡjeː.rɪ
Alinea	ʔa.liː.ˈneː.aː
alineieren	ʔa.liː.neː.ˈiː.ʁən
alkalisch	ʔal.ˈkaː.lɪʃ
Alkaloid	ʔal.kaː.loː.ˈʔiːt
Alkohol	ˈʔal.koː.hoːl
Alkohole	ʔal.koː.ˈhoː.lə
Alkoholeinfluss	ʔal.koː.ˈhoːl.ʔaɪ̯n.flʊs
Alkoholismus	ʔal.koː.hoː.ˈlɪs.mʊs
Alkoholschlange	ˈʔal.koː.hoːl.ʃla.ŋə
Alkyone	ʔal.kyː.ˈoː.nə
alkyonisch	ʔal.kyː.ˈoː.nɪʃ
all	ˈʔal
All	ˈʔal
allabendlich	ʔal.ˈʔaː.bənt.lɪç
allabends	ʔal.ˈʔaː.bənt͡s
Allan	ˈʔɛ.lən
Allans	ˈʔɛ.ləns
alle	ˈʔa.lə
Alle	ˈʔa.lə
Alleen	ʔa.ˈleːn
allein	ʔa.ˈlaɪ̯n
Allein	ʔa.ˈlaɪ̯n
alleine	ʔa.ˈlaɪ̯.nə
Alleinerziehende	ʔa.ˈlaɪ̯n.ɛɐ.t͡siː.hən.də
alleinige	ʔa.ˈlaɪ̯.nɪ.ɡə
allem	ˈʔa.ləm
allen	ˈʔa.lən
Allen	ˈʔa.lən
Allende	ʔa.ˈlɛn.də
allenfalls	ˈʔa.lən.fals
aller	ˈʔa.lɐ
allerdings	ʔa.lɐ.ˈdɪŋs
Allerdings	ʔa.lɐ.ˈdɪŋs
Allergen	ʔa.lɐ.ˈɡeːn
Allergene	ʔa.lɐ.ˈɡeː.nə
Allergien	ʔa.lɐ.ˈɡiːn
allerlei	ˈʔa.lɐ.laɪ̯
alles	ˈʔa.ləs
Alles	ˈʔa.ləs
allesamt	ʔa.lə.ˈzamt
allgemein	ʔal.ɡə.ˈmaɪ̯n
Allgemein	ʔal.ɡə.ˈmaɪ̯n
allgemeine	ʔal.ɡə.ˈmaɪ̯.nə
Allgemeine	ʔal.ɡə.ˈmaɪ̯.nə
